RegulationId,RegistarId,Naslov,Vazenje,Dario_StupanjeNaSnagu,Dario_DatumPrimjene,Rezultati,,
5258,6005,Odluka o prihvaé?anju éçlanstva Republike Hrvatske u Inter-ameriéçkoj banci za razvoj temeljem nasljeé?ivanja éçlanstva bivè≠e SFRJ,Odluka stupa na snagu 20. 5. 1993.,20.05.1993,,1,,
5259,6006,Zakon o prihvaé?anju éçlanstva Republike Hrvatske u Inter-ameriéçkoj banci za razvoj,Zakon stupa na snagu 20. 10. 1993.,20.10.1993,,1,,
5260,6007,Zakon o osiguravanju sredstava osnivaéçkog uloga Federacije u Jugoslavenskoj banci za meé?unarodnu ekonomsku suradnju,Zakon stupa na snagu 8. 10. 1991.,08.10.1991,,1,,
5261,6008,Zakon o naéçinu osiguravanja sredstava Federacije na ime uloga SFR Jugoslavije u Sedmom opé?em poveé?anju sredstava Interameriéçke banke za razvoj,Zakon stupa na snagu 8. 10. 1991.,08.10.1991,,1,,
5262,6009,Zakon o osiguranju sredstava Federacije za poveé?anje uloga SFR Jugoslavije u kapitalu Meé?unarodne financijske korporacije (IFC),Zakon stupa na snagu 8. 10. 1991.,08.10.1991,,1,,
5270,6017,Zakon o sustavu provedbe programa Europske unije i sustavu provedbe projekata financiranih iz sredstava zajmova i darovnica iz ostalih inozemnih izvora,Zakon stupa na snagu 3. 6. 2006.,03.06.2006,,1,,
5273,6020,"Uredba o upravljanju programima CARDS, PHARE, ISPA i SAPARD",Uredba stupa na snagu 22. 2. 2007.,22.02.2007,,1,,
5274,6021,Uredba o poslovima upravljanja sustavom i nadzoru provedbe projekata financiranih iz sredstava zajmova i darovnica Republici Hrvatskoj iz ostalih inozemnih izvora,Uredba stupa na snagu 28. 3. 2007.,28.03.2007,,1,,
5276,6023,Zakon o razvojnoj suradnji i humanitarnoj pomoé?i inozemstvu,"Ovaj Zakon objavit é?e se u ?ØNarodnim novinama?Æ, a stupa na snagu 1. sijeéçnja 2009.",01.01.2009,,1,,
5277,6024,Ustavni zakon o suradnji Republike Hrvatske s Meé?unarodnim kaznenim sudom,Ustavni zakon stupa na snagu 19. 4. 1996.,19.04.1996,,1,,
5282,6029,Zakon o primjeni Statuta Meé?unarodnoga kaznenog suda i progonu za kaznena djela protiv meé?unarodnoga ratnog i humanitarnog prava,Zakon stupa na snagu 12. 11. 2003.,12.11.2003,,1,,
5288,6037,Zakon o hrvatskom drè?avljanstvu,Zakon stupa na snagu 8. 10. 1991.,08.10.1991,,1,,
5291,6040,Pravilnik o smetnjama za otpust iz hrvatskog drè?avljanstva glede vojne obveze,Pravilnik stupa na snagu 15. 1. 1992. ,15.01.1992,,1,,
5298,6047,Pravilnik o obrascima i naéçinu izdavanja izvadaka iz drè?avnih matica namijenjenih inozemstvu,Pravilnik stupa na snagu 28. 6. 1994. ,28.06.1994,,1,,
5307,6056,Pravilnik o matiéçnom broju,Pravilnik stupa na snagu 16. 5. 1992.,16.05.1992,,1,,
5318,6069,"Rjeè≠enje o utvré?ivanju cijene propusnice koja se izdaje prema odredbama Udinskog sporazuma (120,00 kn)",Rjeè≠enje stupa na snagu 17. 2. 1995. ,17.02.1995,,1,,
5340,6092,"Pravilnik o sadrè?aju zdravstvenog pregleda traè?itelja azila, azilanata, stranaca pod privremenom zaè≠titom i stranaca pod supsidijarnom zaè≠titom",Pravilnik stupa na snagu 12. 4. 2008. ,12.04.2008,,1,,
5341,6093,"Pravilnik o naéçinu provoé?enja programa i provjeri znanja traè?itelja azila, azilanata, stranaca pod privremenom zaè≠titom i stranaca pod supsidijarnom zaè≠titom, radi pristupa obrazovnom sustavu Republike Hrvatske",Pravilnik stupa na snagu 7. 8. 2008. ,07.08.2008,,1,,
5353,6106,"Pravilnik o utvré?ivanju rokova za osiguranje radnih, prostornih, tehniéçkih i drugih uvjeta u sjediè≠tima sudova nastalih spajanjem",Pravilnik stupa na snagu 9. 10. 2008.,09.10.2008,,1,,
5354,6107,Kodeks sudaéçke etike,Kodeks stupa na snagu 26. 10. 2006. ,26.10.2006,,1,,
5357,6110,Pravilnik o sudskim sluè?benicima i namjeè≠tenicima,Pravilnik stupa na snagu 23. 6. 2001.,23.06.2001,,1,,
5360,6113,Pravilnik o stalnim sudskim tumaéçima,Pravilnik stupa na snagu 5. 8. 2008.,05.08.2008,,1,,
5362,6115,Pravilnik o stalnim sudskim procjeniteljima,Pravilnik stupa na snagu 8. 5. 1998.,08.05.1998,,1,,
5366,6120,Pravilnik o sudaéçkoj odori,Pravilnik stupa na snagu 20. 11. 2003.,20.11.2003,,1,,
5369,6123,Zakon o plaé?i i drugim materijalnim pravima pravosudnih duè?nosnika,"Zakon stupa na snagu 1. 2. 1999.<br/>
Prestaje vaè?iti Zakon o plaé?ama sudaca i drugih pravosudnih duè?nosnika (Narodne novine, br. 75/95, 106/96 i 111/96).<br/>
Naziv Zakona o plaé?ama sudaca i drugih pravosudnih duè?nosnika se mijenja i glasi:<br/>
Zakon o plaé?i i drugim materijalnim pravima pravosudnih duè?nosnika - vidi: éçl. 1. Zakona o plaé?i i drugim materijalnim pravima pravosudnih duè?nosnika (Narodne novine, br. 71/23).",01.02.1999,,1,,
5370,6124,Uredba o naknadama ovlaè≠tenim sucima koji izdaju naloge za provoé?enje mjera tajnog prikupljanja podataka,Uredba stupa na snagu 12. 2. 2003.,12.02.2003,,1,,
5374,6129,Pravilnik o unutarnjem poslovanju u drè?avnim odvjetniè≠tvima, Pravilnik stupa na snagu 4. 12. 2007.,04.12.2007,,1,,
5383,6140,Zakon o pravobranitelju za osobe s invaliditetom,Zakon stupa na snagu 1. 1. 2008.,01.01.2008,,1,,
5384,6141,Poslovnik pravobranitelja za osobe s invaliditetom,"Poslovnik stupa na snagu 2. 7. 2008.

",02.07.2008,,1,,
5387,6144,Javnobiljeè?niéçki poslovnik,Poslovnik stupa na snagu 24. 5. 1994.,24.05.1994,,1,,
5390,6147,Pravilnik o radnom vremenu javnih biljeè?nika,Pravilnik stupa na snagu 24.  5. 1994.,24.05.1994,,1,,
5391,6148,Pravilnik o privremenoj javnobiljeè?niéçkoj tarifi,Pravilnik stupa na snagu 16. 11. 2001.,16.11.2001,,1,,
5392,6149,Pravilnik o javnobiljeè?niéçkim protestnim upisnicima,Pravilnik stupa na snagu 24. 5. 1994.,24.05.1994,,1,,
5393,6150,Pravilnik o javnobiljeè?niéçkom ispitu,Pravilnik stupa na snagu 24. 5. 1994.,24.05.1994,,1,,
5394,6151,Pravilnik o oslobaé?anju od snaè≠anja troè≠kova pruè?anja javnobiljeè?niéçkih usluga,Pravilnik stupa na snagu 16. 3. 1996.,16.03.1996,,1,,
5395,6152,"Pravilnik o sluè?benoj odjeé?i javnih biljeè?nika, prisjednika, savjetnika, vjeè?benika i drugih zaposlenika u javnobiljeè?niéçkom uredu i Hrvatskoj javnobiljeè?niéçkoj komori",Pravilnik stupa na snagu 14. 10. 1997.,14.10.1997,,1,,
5396,6153,Zakon o odvjetniè≠tvu,Zakon stupa na snagu 18. 2.1994.,18.02.1994,,1,,
5398,6156,"Pravilnik o sluè?benoj odjeé?i odvjetnika, odvjetniéçkih vjeè?benika i drugih zaposlenika u odvjetniéçkom uredu",Pravilnik stupa na snagu 30. 11. 2007.,30.11.2007,,1,,
5403,6163,Zakon o parniéçnom postupku,"Zakon o izmjenama i dopunama Zakona o parniéçnom postupku stupa na snagu 1. 4. 2013.<br/>
Prestaje vaè?iti éçl. 266.a Obiteljskog zakona (Nar. novine, br. 116/03, 17/04, 136/04, 107/07, 57/11 i 61/11)<br/>
Izmjenjen je éçl. 26. st. 1. Ovrè≠nog zakona (Nar. novine, br. 112/12)",01.04.2013,,1,,
5404,6165,Zakon o arbitraè?i,Zakon stupa na snagu 19. 10. 2001.,19.10.2001,,1,,
5414,6176,Pravilnik o obliku i sadrè?aju Upisnika te unutarnjem ustrojstvu i radu Sluè?be upisa,Pravilnik stupa na snagu 12. 7. 2006.,12.07.2006,,1,,
5415,6177,Odluka o poéçetku rada Sluè?be upisa,Odluka stupa na snagu 26. 7. 2006.,26.07.2006,,1,,
5416,6178,Pravilnik o naknadama za upise u Upisnik,Pravilnik stupa na snagu 12. 7. 2006.,12.07.2006,,1,,
5417,6179,Pravilnik o uvjetima koriè≠tenja i o naknadi za koriè≠tenje podataka preko elektroniéçkih medija sadrè?anih u upisnicima i drugim evidencijama Sluè?be upisa,Pravilnik stupa na snagu 12. 7. 2006.,12.07.2006,,1,,
5418,6180,Pravilnik o standardima i tehnikama zaè≠tite raéçunarskog sustava i podataka koji se vode u Sluè?bi upisa,Pravilnik stupa na snagu 12. 7. 2006.,12.07.2006,,1,,
5420,6182,"Zakon o rjeè≠avanju sukoba zakona i nadleè?nosti u statusnim, porodiéçnim i nasljednim odnosima","Zakon stupa na snagu 8.10.1991.<br/>
",08.10.1991,,1,,
5434,6201,Zakon o odgovornosti pravnih osoba za kaznena djela,Zakon stupa na snagu 24. 3. 2004. ,24.03.2004,,1,,
5435,6202,Zakon o novéçanoj naknadi è?rtvama kaznenih djela,Zakon i njegove izmjene stupaju na snagu 1. 7. 2013.,01.07.2013,,1,,
5436,6203,Zakon o zaè≠titi svjedoka,Zakon stupa na snagu 1. 1. 2004. ,01.01.2004,,1,,
5438,6205,Zakon o pomilovanju,"Zakon stupa na snagu 1. 12. 2003. <br/>
Prestaje vaè?iti Zakon o pomilovanju (Narodne novine, br. 5/77., 47/90., 91/92. i 29/93. É?? proéçiè≠é?eni tekst).",01.12.2003,,1,,
5439,6206,Zakon o opé?em oprostu (za djela poéçinjena u razdoblju od 17. 8. 1990. do 23. 8. 1996.),"Zakon stupa na snagu 5. 10. 1996. <br/>
prestaju vaè?iti:<br/>
1. Zakon o oprostu od kriviéçnog progona i postupka za kriviéçna djela poéçinjena u oruè?anim sukobima i u ratu protiv Republike Hrvatske (Narodne novine, br. 58/92. i 39/95.),<br/>
2. Zakon o oprostu poéçiniteljima kaznenih djela s privremeno okupiranih dijelova podruéçja Vukovarsko-srijemske i Osjeéçko-baranjske è?upanije (Narodne novine, br. 43/96.).",05.10.1996,,1,,
5440,6207,Zakon o meé?unarodnoj pravnoj pomoé?i u kaznenim stvarima,"Zakon stupa na snagu 1. 7. 2005. <br/>
Prestaju vaè?iti odredbe podstavaka 1. i 2. éçlanka 523. Zakona o kaznenom postupku (?ØNarodne novine?Æ, br. 110/97., 27/98., 58/99., 112/99., 58/02., 143/02. i 62/03. É?? proéçiè≠é?eni tekst).",01.07.2005,,1,,
5441,6208,"Zakon o izvrè≠enju sankcija izreéçenih za kaznena djela, privredne prijestupe i prekrè≠aje",Zakon stupa na snagu 11. 5. 1990.,11.05.1990,,1,,
5447,6214,"Uredba o zvanjima, znakovlju i uvjetima stjecanja zvanja drè?avnih sluè?benika odjela osiguranja u kaznionicama i zatvorima","Uredba stupa na snagu 11. 7. 2002. <br/>
Prestaje vaè?iti Uredba o zvanjima, oznakama zvanja i uvjetima stjecanja zvanja pripadnika pravosudne policije kazneno-popravnih ustanova i domova za preodgoj (Narodne novine, br. 70/92).

",11.07.2002,,1,,
5449,6216,"Odluka o osnivanju trgovaéçkog druè≠tva ""Lipovica"" d.o.o. u Popovaéçi",Odluka stupa na snagu 8. 8. 2002.,08.08.2002,,1,,
5450,6217,"Odluka o osnivanju trgovaéçkog druè≠tva ""Orljava"" d.o.o. u Poè?egi",Odluka stupa na snagu 8. 8. 2002. ,08.08.2002,,1,,
5454,6221,Pravilnik o naéçinu rada Povjerenstva za uvjetni otpust,Pravilnik stupa na snagu 13. 4. 2002. ,13.04.2002,,1,,
5467,6238,Zakon o izmjenama i dopunama zakona kojima su odreé?ene novéçane kazne za privredne prijestupe i prekrè≠aje,"Zakon stupa na snagu 9. 4. 1993. <br/>
Prestaje vaè?iti Zakon o izmjenama i dopunama zakona kojima su odreé?ene novéçane kazne za privredne prijestupe i prehrgaje (Narodne novine, br. 47/89.).",09.04.1993,,1,,
5468,6239,Zakon o prekrè≠ajima protiv javnog reda i mira,Zakon stupa na snagu 25. 10. 1977.,25.10.1977,,1,,
5469,6240,Prekrè≠ajni zakon,"Zakon o izmjenama i dopunama Prekrè≠ajnog zakona (Nar. novine, br. 39/13) stupa na snagu 1. 6. 2013.<br/>
1. 6. 2013. prestaje vaè?iti Zakon o izvrè≠avanju rada za opé?e dobro na slobodi i uvjetne osude sa zaè≠titnim nadzorom u prekrè≠ajnom postupku (Narodne novine, br. 75/09).",01.06.2013,,1,,
5470,6241,Pravilnik o izdavanju pisanog ili izricanju usmenog upozorenja,"Pravilnik stupa na snagu 5. 2. 2008. <br/>
Prestaje vaè?iti Pravilnik o izgledu i sadrè?aju obrasca mjere pisanog upozorenja (Narodne novine, br. 152/04).",05.02.2008,,1,,
5471,6242,Pravilnik o obliku i sadrè?aju potvrde o naplati novéçanih kazni,Pravilnik stupa na snagu 20. 7. 1995. ,20.07.1995,,1,,
5477,6249,"Konvencija o povlasticama i imunitetima Ujedinjenih naroda, odobrena 13. veljaéçe 1946.",Konvencija je za Republiku Hrvatsku na snazi od 8. 10. 1991. ,08.10.1991,,1,,
5479,6251,"Konvencija o sigurnosti osoblja Ujedinjenih naroda i pridruè?enog osoblja, usvojena 9. prosinca 1994.","Zakon o potvré?ivanju Konvencije stupa na snagu 26. 10. 1999.

",26.10.1999,,1,,
5480,6252,"Ustav Meé?unarodne organizacije rada (MOR), Versailles, 28. lipnja 1919.",Zakon stupa na snagu 8. 10. 1991.,08.10.1991,,1,,
5481,6253,"Instrument za izmjenu i dopunu Statuta Meé?unarodne organizacije rada, usvojen u è´enevi 19. lipnja 1997.",Zakon o potvré?ivanju Instrumenta za izmjenu i dopunu Statuta  stupa na snagu 21. 6. 2008..,21.06.2008,,1,,
5482,6254,"Ustav Svjetske zdravstvene organizacije, New York, 22. srpnja 1946.",Zakon stupa na snagu 22.4.2000.,22.04.2000,,1,,
5492,6264,"Statut Meé?unarodne organizacije za migracije, usvojen 19. listopada 1953. godine, s izmjenama Statuta iz 1987. i 1988. godine (proéçiè≠é?eni tekst)",Uredba prihvatu izmjena Statuta stupa na snagu 22. 2. 2000.,22.02.2000,,1,,
5500,6272,"Konvencija o Meé?unarodnoj hidrografskoj organizaciji, usvojena 3. svibnja 1967.",Uredba o potvré?ivanju Konvencije stupa na snagu 6. 1. 1995.,06.01.1995,,1,,
5501,6273,"Sporazum o Meé?unarodnoj organizaciji za satelitske komunikacije INTELSAT, Washington, 20. kolovoza 1971.",Uredba stupa na snagu 14. 12. 1999.,14.12.1999,,1,,
5502,6274,"Operativni sporazum Meé?unarodne organizacije za satelitske komunikacije INTELSAT, Washington, 20. kolovoza 1971.",Uredba o prihvatu Izmjena stupa na snagu 14. 12. 1999.,14.12.1999,,1,,
5503,6275,"Izmjene Konvencije Meé?unarodne organizacije za pokretne satelitske komunikacije, usvojene u Londonu od 20. do 24. travnja 1998. godine",Uredba o prihvatu Izmjena Konvencije stupa na snagu 11. 5. 1999.,11.05.1999,,1,,
5504,6276,Izmjena Operativnog sporazuma Meé?unarodne organizacije za pokretne satelitske komunikacije usvojene u Londonu od 20. do 24. travnja 1998. godine,"Uredba o prihvatu Izmjene Operativnog sporazuma stupa na snagu 11. 5. 1999.<br/>

Na dan donoè≠enja ove Uredbe Izmjena Operativnog sporazuma nije na snazi, te é?e se podaci o njenom stupanju na snagu objaviti sukladno odredbi éçlanka 30. stavka 3. Zakona o sklapanju i izvrè≠avanju meé?unarodnih ugovora, nakon njenog stupanja na snagu.",11.05.1999,,1,,
5505,6277,"Statut Meé?unarodne telekomunikacijske udruge, è´eneva, 22. prosinca 1992. godine",Uredba o potvré?ivanju (ratifikaciji) Statuta i Konvencije stupa na snagu 10. 10. 1994.,10.10.1994,,1,,
5507,6279,Dodatni protokoli V-VII uz Ustav Svjetske poè≠tanske unije,"Zakon stupa na snagu 21. 8. 2008.<br/>
Na dan stupanja na snagu ovoga Zakona dodatni protokoli nisu na snazi za Republiku Hrvatsku, te é?e se podaci o njihovom stupanju na snagu objaviti sukladno odredbi éçlanka 30. stavka 3. Zakona o sklapanju i izvrè≠avanju meé?unarodnih ugovora.",21.08.2008,,1,,
5510,6282,"Statut Meé?unarodne agencije za atomsku energiju (IAEA), New York, 26. listopada 1956.",Odluka stupa na snagu 6. 6. 1994.,06.06.1994,,1,,
5511,6283,"Statut Meé?unarodnog centra za genetski inè?enjering i biotehnologiju (ICGB), Madrid, 13. rujna 1983. (SL SFRJ - Meé?unarodni ugovori, br. 4/86-12)",Odluka stupa na snagu 6. 6. 1994.,06.06.1994,,1,,
5514,6286,"Meé?unarodna konvencija o Meé?unarodnom institutu za hlaé?enje, sastavljena u Parizu 1. prosinca 1954., izmijenjena 2. rujna 1967. i 28. listopada 1971.",Odluka  o notifikaciji o sukcesiji Meé?unarodne konvencije stupa na snagu 31. 7. 1998.,31.07.1998,,1,,
5515,6287,Organizacija Ugovora o sveobuhvatnoj zabrani nuklearnih pokusa,Zakon  o potvré?ivanju Ugovora stupa na snagu 20. 1. 2001.,20.01.2001,,1,,
5516,6288,Unija za zaè≠titu novih biljnih sorti,Uredba stupa na snagu 12. 1. 2001.,12.01.2001,,1,,
5518,6290,Sporazum o Meé?unarodnoj banci za obnovu i razvoj,"Sporazum é?e stupiti na snagu kada bude potpisan u ime vlada éçiji upisi iznose najmanje 85 posto od ukupnog iznosa upisa navedenih u dodatku A i kada instrumenti na koje se odnosi odjeljak 2 (a) ovoga éçlanka budu deponirani u njihovo ime, ali ni u kom sluéçaju neé?e ovaj Spora.zum stupiti na snagu prije 1. 5. 1945.",,,1,,
5524,6296,"Protokol o imunitetu Banke za meé?unarodna izravnanja (BIS), potpisan u Bruxellesu 30. srpnja 1936. (SL FNRJ - Dodatak: Meé?unarodni ugovori, br. 2/57)",Uredba  o objavljivanju Protokola stupa na snagu 6. 12. 1999.,06.12.1999,,1,,
5528,6300,Sporazum o Meé?unarodnom udruè?enju za razvoj,"Sporazum é?e stupiti na snagu kada bude potpisan u ime vlada éçiji upisi iznose najmanje 65 posto od ukupnog iznosa upisa navedenih u dodatku A i kada instrumenti na koje se odnosi Odjeljak 2 (a) ovoga éçlanka budu deponirani u njihovo ime, ali ni u kom sluéçaju neé?e ovaj Sporazum stupiti na snagu prije 15. 9. 1960.",,,1,,
5533,6305,"Statut Vijeé?a Europe, potpisan u Londonu 5. svibnja 1949.",Odlukao objavi Statuta stupa na snagu 9. 6. 1998.,09.06.1998,,1,,
5537,6309,"Izmjene Operativnog sporazuma Europske organizacije za satelitske komunikacije (EUTELSAT), usvojene u St. Petersburgu od 6. do 10. srpnja 1998. godine","Uredba  o prihvatu Izmjena Operativnog sporazuma stupa na snagu 8. 4. 1999.<br/>

Na dan donoè≠enja ove Uredbe Izmjene Operativnog sporazuma nisu na snazi, te é?e se podaci o njenom stupanju na snagu objaviti sukladno odredbi éçlanka 30. stavka 3. Zakona o sklapanju i izvrè≠avanju meé?unarodnih ugovora, nakon njenog stupanja na snagu.",08.04.1999,,1,,
5541,6313,"Konvencija o osnivanju  Europskog komunikacijskog ureda (ECO), Den Haag, 23. lipnja 1993., izmijenjena i dopunjena u Kopenhagenu 9. travnja 2002. (proéçiè≠é?eni tekst)",Konvencija stupa na snagu 1. 3. 2013.,01.03.2013,,1,,
5542,6314,"Sporazum o osnivanju Europske konferencije za molekularnu biologiju, sastavljen u è´enevi 13. veljaéçe 1969. godine (EMBO)",Zakon o potvré?ivanju Sporazuma stupa na snagu 17. 10. 1997.,17.10.1997,,1,,
5546,6318,"Sporazum o osnivanju ""Skupine drè?ava za borbu protiv korupcije - GRECO"", prihvaé?en 4. svibnja 1998.",Zakon o potvré?ivanju Sporazuma stupa na snagu 18. 10. 1999.,18.10.1999,,1,,
5549,6321,"Sporazum o osnivanju Europske banke za obnovu i razvoj, Pariz, 29. svibnja 1990., dopuna éçl. 1. sadrè?ana u Rezoluciji br. 90 Savjeta Guvernera Banke, usvojena 30. sijeéçnja 2004., izmjene i dopune éçlanka 1. i éçlanka 18. sadrè?ane u Rezolucijama br. 137. i br. 138., usvojene 30. rujna 2011.","Sporazum é?e stupiti na snagu kada budu poloè?eni instrumenti ratifikacije, prihvaé?anja ili odobravanja Potpisnika éçiji poéçetni upisi predstavljaju ne manje od dvije treé?ine ukupnih upisa navedenih u dodatku A, ukljuéçujué?i najmanje dvije zemlje Srediè≠nje i Istoé?ne Europe navedenih u dodatku A.<br/>
Ako Sporazum ne stupi na snagu do 31. oè?ujka 1991. Depozitar moè?e sazvati sastanak zainteresiranih budué?ih éçlanova o novom datumu do kojeg é?e biti poloè?eni instrumenti ratifikacije, prihvaé?anja ili odobravanja.",31.03.1991,,1,,
5551,6323,Statut Fonda Vijeé?a Europe za socijalni razvitak od 8. lipnja 1993.,Zakon stupa na snagu 6. 6. 1997.,06.06.1997,,1,,
5552,6324,"Odluka o sluè?benoj uporabi novog naziva Fonda Vijeé?a Europe za socijalni razvitak - ""Razvojna banka Vijeé?a Europe"" (CEB) i o prihvaé?anju Petog poveé?anja kapitala Razvojne banke Vijeé?a Europe",Odluka stupa na snagu 24. 6. 2000.,24.06.2000,,1,,
5558,6330,"Beéçka konvencija o pravu meé?unarodnih ugovora izmeé?u drè?ava i meé?unarodnih organizacija ili izmeé?u meé?unarodnih organizacija, Beéç, 21. oè?ujka 1986. godine",Zakon  potvré?ivanju (ratifikaciji) stupa na snagu 2. 2. 1994.,02.02.1994,,1,,
5559,6331,Zakon o sklapanju i izvrè≠avanju meé?unarodnih ugovora,"Zakon stupa na snagu 20. 4. 1996..<br/>
Prestaje vaè?iti Zakon o sklapanju i izvrè≠avanju meé?unarodnih ugovora (Narodne novine, br. 53/91 i 73/91).



",20.04.1996,,1,,
5564,6336,"Beéçka konvencija o sukcesiji drè?ava glede drè?avne imovine, arhiva i dugova, Beéç, 8. travnja 1983.",Zakon stupa na snagu 18. 12. 1993.,18.12.1993,,1,,
5567,6339,Odluka (od 30. rujna 1993.) o objavljivanju mnogostranih meé?unarodnih ugovora kojih je Republika Hrvatska stranka na temelju notifikacija o sukcesiji,Odluka stupa na snagu 15. 10. 1993.,15.10.1993,,1,,
5568,6340,Odluka (od 7. travnja 1994.) o objavljivanju mnogostranih meé?unarodnih ugovora kojih je Republika Hrvatska stranka na temelju notifikacija o sukcesiji,Odluka stupa na snagu 28. 4. 1994.,28.04.1994,,1,,
5569,6341,Odluka (od 14. travnja 1994.) o objavljivanju mnogostranih meé?unarodnih ugovora kojih je Republika Hrvatska stranka na temelju pristupa (akcesije),Odluka stupa na snagu 6. 6. 1994.,06.06.1994,,1,,
5570,6342,Odluka (od 16. oè?ujka 1995.) o objavljivanju mnogostranih meé?unarodnih ugovora kojih je Republika Hrvatska stranka na temelju pristupa (akcesije),Odluka stupa na snagu 6. 4. 1995.,06.04.1995,,1,,
5571,6343,Odluka (od 16. oè?ujka 1995.) o objavljivanju mnogostranih meé?unarodnih ugovora kojih je Republika Hrvatska stranka na temelju notifikacije o sukcesiji,Odluka stupa na snagu 6. 4. 1995.,06.04.1995,,1,,
5573,6345,Odluka (od 16. veljaéçe 1994.) o objavljivanju konvencija Meé?unarodne organizacije rada kojih je Republika Hrvatska stranka na temelju notifikacije o sukcesiji,Odluka stupa na snagu 22. 2. 1994.,22.02.1994,,1,,
5574,6346,Odluka (od 11. svibnja 1995.) o objavljivanju konvencija Meé?unarodne organizacije rada kojih je Republika Hrvatska stranka na temelju notifikacije o sukcesiji,Odluka stupa na snagu 23. 5. 1995.,23.05.1995,,1,,
